Order_number,Sku,Customer_Id,Sales_Quantity,Ordered_Month
70061,11015667,226,5,2023-04
70061,11017470,226,5,2023-04
70061,11016454,226,7,2023-04
70061,11013313,226,13,2023-04
70061,101000034,226,10,2023-04
70061,11016445,226,13,2023-04
70061,11016451,226,6,2023-04
70064,11018030,228,8,2023-05
70064,11012876,228,8,2023-05
70064,11013302,228,9,2023-05
70064,11011381,228,12,2023-05
70064,11013676,228,8,2023-05
70064,11012967,228,13,2023-05
70064,11016488,228,5,2023-05
70064,11017794,228,8,2023-05
70064,11016618,228,9,2023-05
70064,15003487,228,11,2023-05
70064,15003507,228,11,2023-05
70064,15003491,228,8,2023-05
70064,15003489,228,9,2023-05
70064,15003502,228,8,2023-05
70064,11010802,228,12,2023-05
70064,11011964,228,11,2023-05
70064,11012063,228,7,2023-05
70064,11012466,228,6,2023-05
70064,11018772,228,12,2023-05
70064,15003568,228,12,2023-05
70064,15003707,228,6,2023-05
70064,15004342,228,5,2023-05
70064,15003586,228,6,2023-05
70064,15003606,228,12,2023-05
70064,105650077,228,10,2023-05
70064,111600931,228,6,2023-05
70064,15003653,228,7,2023-05
70064,11015504,228,5,2023-05
70064,11015505,228,6,2023-05
70064,15004316,228,8,2023-05
70064,15003763,228,12,2023-05
70064,15003769,228,13,2023-05
70064,15003770,228,13,2023-05
70064,15004001,228,5,2023-05
70067,15003585,166,9,2023-03
70067,15000105,166,9,2023-03
70067,11016502,166,11,2023-03
70067,11018452,166,13,2023-03
70067,11017438,166,13,2023-03
70067,15002916,166,13,2023-03
70067,15002921,166,12,2023-03
70067,15002922,166,13,2023-03
70067,15003117,166,5,2023-03
70067,11017762,166,12,2023-03
70067,11014222,166,10,2023-03
70067,11014223,166,13,2023-03
70067,11015215,166,10,2023-03
70067,11015217,166,7,2023-03
70067,11018681,166,9,2023-03
70067,11012926,166,9,2023-03
70067,11013145,166,11,2023-03
70067,11013777,166,8,2023-03
70067,11017132,166,12,2023-03
70067,11017133,166,8,2023-03
70067,109150272,166,7,2023-03
70067,109150264,166,10,2023-03
70067,11019381,166,13,2023-03
70067,11014332,166,13,2023-03
70067,110300872,166,12,2023-03
70067,11012881,166,5,2023-03
70067,11013993,166,13,2023-03
70067,11018671,166,9,2023-03
70067,111650989,166,10,2023-03
70067,11016489,166,8,2023-03
70067,11016110,166,13,2023-03
70067,11017795,166,7,2023-03
70067,11017861,166,10,2023-03
70070,15003492,232,7,2023-05
70070,15003524,232,9,2023-05
70070,15003527,232,8,2023-05
70070,15003526,232,13,2023-05
70070,15003523,232,5,2023-05
70070,11012777,232,10,2023-05
70070,11013103,232,13,2023-05
70070,11013104,232,12,2023-05
70070,11013147,232,7,2023-05
70070,11016722,232,13,2023-05
70070,15003607,232,7,2023-05
70070,15003604,232,8,2023-05
70070,15003658,232,8,2023-05
70070,15003599,232,12,2023-05
70070,110100395,232,8,2023-05
70070,11015506,232,11,2023-05
70070,11012284,232,11,2023-05
70070,15003534,232,11,2023-05
70070,15003531,232,7,2023-05
70070,15003505,232,7,2023-05
70070,15004132,232,5,2023-05
70070,15003437,232,13,2023-05
70070,15003436,232,5,2023-05
70070,15004240,232,9,2023-05
70070,15004237,232,8,2023-05
70070,11011762,232,9,2023-05
70073,11017422,234,5,2023-04
70073,11017423,234,13,2023-04
70073,11018591,234,9,2023-04
70073,11018628,234,13,2023-04
70073,11018667,234,11,2023-04
70073,11018682,234,7,2023-04
70073,11019055,234,9,2023-04
70073,11019056,234,13,2023-04
70073,14007771,234,5,2023-04
70073,14007931,234,13,2023-04
70073,11017219,234,6,2023-04
70073,11017220,234,12,2023-04
70073,11018608,234,5,2023-04
70073,13131260,234,10,2023-04
70073,14003138,234,6,2023-04
70073,11013225,234,5,2023-04
70073,11014348,234,10,2023-04
70073,11016457,234,9,2023-04
70073,11017471,234,13,2023-04
70073,11018455,234,9,2023-04
70073,11018403,234,6,2023-04
70073,11017913,234,13,2023-04
70073,11017301,234,7,2023-04
70076,11015099,236,5,2023-03
70076,110300910,236,13,2023-03
70076,11014386,236,11,2023-03
70076,11014096,236,5,2023-03
70076,11014351,236,11,2023-03
70076,11016619,236,7,2023-03
70076,11017794,236,12,2023-03
70076,11016618,236,5,2023-03
70076,11017795,236,8,2023-03
70076,11017861,236,5,2023-03
70076,11013826,236,13,2023-03
70076,11014875,236,10,2023-03
70076,11014876,236,11,2023-03
70076,11017047,236,11,2023-03
70076,11017049,236,10,2023-03
70076,11018485,236,5,2023-03
70076,15003634,236,9,2023-03
70079,15003522,238,11,2023-06
70079,15003525,238,11,2023-06
70079,15003515,238,8,2023-06
70079,15003540,238,6,2023-06
70079,15003539,238,12,2023-06
70079,11016974,238,8,2023-06
70079,11017774,238,11,2023-06
70079,11017776,238,12,2023-06
70079,11018144,238,11,2023-06
70079,11018145,238,6,2023-06
70079,11010580,238,10,2023-06
70079,11010582,238,6,2023-06
70079,11017050,238,12,2023-06
70079,11017096,238,6,2023-06
70079,11017097,238,13,2023-06
70079,11017098,238,12,2023-06
70079,11017099,238,11,2023-06
70079,15003674,238,8,2023-06
70079,15003675,238,7,2023-06
70079,111201913,238,10,2023-06
70079,11011683,238,8,2023-06
70079,11013045,238,10,2023-06
70082,11011811,240,5,2023-03
70082,11011881,240,6,2023-03
70082,11015482,240,13,2023-03
70082,11015483,240,12,2023-03
70082,11018668,240,6,2023-03
70082,11018933,240,6,2023-03
70082,11019040,240,7,2023-03
70082,11019041,240,11,2023-03
70082,11019185,240,13,2023-03
70082,11010565,240,13,2023-03
70082,11010566,240,11,2023-03
70082,11012619,240,13,2023-03
70082,11012620,240,11,2023-03
70082,11012621,240,9,2023-03
70082,15000660,240,5,2023-03
70082,15000665,240,12,2023-03
70082,15000666,240,8,2023-03
70082,110750937,240,12,2023-03
70082,110750945,240,8,2023-03
70082,11015694,240,7,2023-03
70082,11013431,240,6,2023-03
70082,11011783,240,7,2023-03
70082,11014122,240,12,2023-03
70085,11011780,222,10,2023-02
70085,11014751,222,8,2023-02
70085,11018671,222,6,2023-02
70085,111650989,222,7,2023-02
70085,11016489,222,6,2023-02
70085,11016110,222,7,2023-02
70085,105700062,222,9,2023-02
70085,11016543,222,5,2023-02
70085,11017100,222,11,2023-02
70085,11017301,222,9,2023-02
70085,11017913,222,10,2023-02
70085,11017919,222,6,2023-02
70085,11017920,222,7,2023-02
70085,11018371,222,5,2023-02
70085,15004340,222,9,2023-02
70085,15004341,222,12,2023-02
70085,11018484,222,5,2023-02
70085,11018485,222,5,2023-02
70085,15003634,222,6,2023-02
70088,11011845,226,12,2023-06
70088,11011847,226,4,2023-06
70088,11011850,226,13,2023-06
70088,11012228,226,8,2023-06
70088,15003500,226,8,2023-06
70088,11018146,226,9,2023-06
70088,11018379,226,12,2023-06
70088,11019071,226,10,2023-06
70088,11019352,226,7,2023-06
70088,15002464,226,12,2023-06
70088,11010585,226,6,2023-06
70088,11012549,226,5,2023-06
70088,11017921,226,5,2023-06
70088,11017939,226,7,2023-06
70088,11017946,226,7,2023-06
70088,11018370,226,13,2023-06
70088,11018371,226,11,2023-06
70088,11013561,226,10,2023-06
70088,11015772,226,6,2023-06
70088,11015773,226,10,2023-06
70088,11015774,226,12,2023-06
70091,103300399,212,10,2023-05
70091,11015484,212,9,2023-05
70091,11015750,212,9,2023-05
70091,11016311,212,10,2023-05
70091,11016372,212,11,2023-05
70091,11017855,212,10,2023-05
70091,11019187,212,5,2023-05
70091,15000520,212,6,2023-05
70091,100600097,212,6,2023-05
70091,101050015,212,13,2023-05
70091,15002821,212,9,2023-05
70091,15004340,212,8,2023-05
70091,15004341,212,6,2023-05
70091,11018484,212,5,2023-05
70091,11018485,212,11,2023-05
70091,15003634,212,8,2023-05
70091,110800914,212,13,2023-05
70091,11015690,212,13,2023-05
70091,11013221,212,11,2023-05
70091,11012866,212,12,2023-05
70091,11015667,212,6,2023-05
70094,11014324,224,8,2023-04
70094,11017470,224,8,2023-04
70094,11012944,224,9,2023-04
70094,101000034,224,13,2023-04
70094,11016447,224,13,2023-04
70094,11015641,224,10,2023-04
70094,11016549,224,10,2023-04
70094,11016548,224,11,2023-04
70094,11014367,224,13,2023-04
70094,11014401,224,6,2023-04
70094,11011793,224,13,2023-04
70094,109700246,224,7,2023-04
70094,11018469,224,12,2023-04
70094,11013988,224,9,2023-04
70094,11010083,224,13,2023-04
70094,11010096,224,11,2023-04
70094,15003728,224,6,2023-04
70094,15003732,224,5,2023-04
70094,15003551,224,12,2023-04
70094,15003546,224,11,2023-04
70097,15003891,190,11,2023-03
70097,15003687,190,6,2023-03
70097,11010101,190,8,2023-03
70097,11010102,190,13,2023-03
70097,11010111,190,9,2023-03
70097,11010112,190,13,2023-03
70097,11010118,190,8,2023-03
70097,15003487,190,8,2023-03
70097,15003507,190,6,2023-03
70097,15003491,190,7,2023-03
70097,15003489,190,12,2023-03
70097,15003502,190,12,2023-03
70097,11010802,190,11,2023-03
70097,11011964,190,5,2023-03
70097,11012063,190,9,2023-03
70100,11012466,220,10,2023-04
70100,11013073,220,9,2023-04
70100,15003893,220,10,2023-04
70100,11011452,220,10,2023-04
70100,11011455,220,12,2023-04
70100,11011460,220,6,2023-04
70100,11014086,220,12,2023-04
70100,11015398,220,11,2023-04
70100,11015546,220,13,2023-04
70100,11015560,220,9,2023-04
70100,11015561,220,8,2023-04
70100,11015565,220,8,2023-04
70100,104200146,220,11,2023-04
70100,11010778,220,9,2023-04
70100,11010779,220,6,2023-04
70100,11010780,220,11,2023-04
70100,11016261,220,13,2023-04
70100,11018462,220,11,2023-04
70100,11018464,220,6,2023-04
70100,11015037,220,6,2023-04
70100,11015038,220,11,2023-04
70100,11015039,220,9,2023-04
70103,11010593,190,12,2023-04
70103,11010608,190,10,2023-04
70103,11010611,190,13,2023-04
70103,11010614,190,13,2023-04
70103,11010620,190,6,2023-04
70103,11010621,190,6,2023-04
70103,11011794,190,7,2023-04
70103,11014620,190,11,2023-04
70103,11018221,190,5,2023-04
70103,11016611,190,5,2023-04
70103,11013302,190,6,2023-04
70103,11011381,190,11,2023-04
70103,11013676,190,5,2023-04
70103,11015581,190,13,2023-04
70103,102300012,190,9,2023-04
70103,105650069,190,11,2023-04
70103,105650077,190,12,2023-04
70103,111600931,190,11,2023-04
70103,15003653,190,6,2023-04
70103,11015504,190,5,2023-04
70103,11015505,190,6,2023-04
70103,11015506,190,5,2023-04
70106,15003487,196,12,2023-03
70106,15003492,196,13,2023-03
70106,11011847,196,4,2023-03
70106,11012063,196,8,2023-03
70106,11013103,196,9,2023-03
70106,11010582,196,12,2023-03
70106,11010096,196,11,2023-03
70106,11018845,196,5,2023-03
70106,11018452,196,6,2023-03
70106,11017423,196,9,2023-03
70106,11010112,196,13,2023-03
70106,15004341,196,8,2023-03
70106,11010780,196,11,2023-03
70106,11010614,196,11,2023-03
70106,11010109,196,11,2023-03
70109,15004340,234,7,2023-05
70109,15004341,234,9,2023-05
70109,11018484,234,11,2023-05
70109,11018485,234,7,2023-05
70109,15003634,234,8,2023-05
70109,11011845,234,8,2023-05
70109,11011847,234,5,2023-05
70109,11011850,234,7,2023-05
70109,11012228,234,10,2023-05
70109,15003500,234,11,2023-05
70109,11018146,234,8,2023-05
70109,11018379,234,12,2023-05
70109,11019071,234,11,2023-05
70109,11019352,234,11,2023-05
70109,15002464,234,13,2023-05
70109,11010585,234,8,2023-05
70109,11012549,234,11,2023-05
70109,11017921,234,5,2023-05
70109,11017939,234,10,2023-05
70109,11017946,234,9,2023-05
70109,11018370,234,12,2023-05
70109,11018371,234,5,2023-05
70109,11013561,234,8,2023-05
70109,11015772,234,10,2023-05
70109,11015773,234,8,2023-05
70109,11015774,234,7,2023-05
70109,103300399,234,5,2023-05
70109,11015484,234,8,2023-05
70109,11015750,234,5,2023-05
70109,11016311,234,12,2023-05
70109,11016372,234,7,2023-05
70109,11017855,234,5,2023-05
70109,11019187,234,7,2023-05
70109,15000520,234,13,2023-05
70109,100600097,234,8,2023-05
70109,101050015,234,13,2023-05
70109,15002821,234,13,2023-05
70109,15004340,234,10,2023-05
70109,15004341,234,10,2023-05
70109,11018484,234,13,2023-05
70109,11018485,234,13,2023-05
70109,15003634,234,9,2023-05
70109,110800914,234,9,2023-05
70109,11015690,234,9,2023-05
70109,11013221,234,6,2023-05
70109,11012866,234,5,2023-05
70109,11015667,234,9,2023-05
70112,11012284,210,10,2023-01
70112,15003534,210,5,2023-01
70112,15003531,210,11,2023-01
70112,15003505,210,11,2023-01
70112,11013826,210,9,2023-01
70112,11014875,210,8,2023-01
70112,11014876,210,5,2023-01
70112,11017047,210,9,2023-01
70112,11017049,210,8,2023-01
70112,11013844,210,5,2023-01
70112,11013845,210,12,2023-01
70112,11014132,210,10,2023-01
70112,11014222,210,10,2023-01
70112,11014223,210,5,2023-01
70112,11015215,210,9,2023-01
70112,11015217,210,8,2023-01
70112,11018681,210,13,2023-01
70112,11018682,210,10,2023-01
70112,11012967,210,10,2023-01
70112,11016488,210,7,2023-01
70112,11013993,210,6,2023-01
70112,11018671,210,10,2023-01
70112,111650989,210,12,2023-01
70112,11016489,210,8,2023-01
70112,11016110,210,9,2023-01
70112,11013211,210,9,2023-01
70115,11016549,222,8,2023-06
70115,11016548,222,12,2023-06
70115,11014367,222,6,2023-06
70115,11014401,222,6,2023-06
70115,11011793,222,6,2023-06
70115,11018030,222,6,2023-06
